Date,Adj Close
2020-09-23,5.469900131225586
2020-09-24,5.592400074005127
2020-09-25,5.508399963378906
2020-09-28,5.561100006103516
2020-09-29,5.660200119018555
2020-09-30,5.630499839782715
2020-10-01,5.608399868011475
2020-10-02,5.642000198364258
2020-10-05,5.681600093841553
2020-10-06,5.573400020599365
2020-10-07,5.593800067901611
2020-10-08,5.611299991607666
2020-10-09,5.598599910736084
2020-10-12,5.5289998054504395
2020-10-13,5.529699802398682
2020-10-14,5.56850004196167
2020-10-15,5.5904998779296875
2020-10-16,5.611199855804443
2020-10-19,5.644800186157227
2020-10-20,5.605599880218506
2020-10-21,5.6041998863220215
2020-10-22,5.607800006866455
2020-10-23,5.591300010681152
2020-10-26,5.616199970245361
2020-10-27,5.622700214385986
2020-10-28,5.7052001953125
2020-10-29,5.744900226593018
2020-10-30,5.7778000831604
2020-11-02,5.741399765014648
2020-11-03,5.741099834442139
2020-11-04,5.754899978637695
2020-11-05,5.663000106811523
2020-11-06,5.523399829864502
2020-11-09,5.36269998550415
2020-11-10,5.384699821472168
2020-11-11,5.413899898529053
2020-11-12,5.389999866485596
2020-11-13,5.456699848175049
2020-11-16,5.456999778747559
2020-11-17,5.414899826049805
2020-11-18,5.327199935913086
2020-11-19,5.361700057983398
2020-11-20,5.304500102996826
2020-11-23,5.3780999183654785
2020-11-24,5.4405999183654785
2020-11-25,5.372600078582764
2020-11-26,5.3225998878479
2020-11-27,5.335299968719482
2020-11-30,5.34250020980835
2020-12-01,5.331099987030029
2020-12-02,5.204899787902832
2020-12-03,5.216300010681152
2020-12-04,5.151000022888184
2020-12-07,5.154399871826172
2020-12-08,5.098299980163574
2020-12-09,5.119699954986572
2020-12-10,5.1697001457214355
2020-12-11,5.024199962615967
2020-12-14,5.064199924468994
2020-12-15,5.117700099945068
2020-12-16,5.078884124755859
2020-12-17,5.083199977874756
2020-12-18,5.0569000244140625
2020-12-21,5.100599765777588
2020-12-22,5.118937969207764
2020-12-23,5.1566548347473145
2020-12-24,5.2153000831604
2020-12-25,5.2153000831604
2020-12-28,5.2153000831604
2020-12-29,5.2459001541137695
2020-12-30,5.208600044250488
2020-12-31,5.190838813781738
2021-01-01,5.1921000480651855
2021-01-04,5.19189977645874
2021-01-05,5.295300006866455
2021-01-06,5.28410005569458
2021-01-07,5.312900066375732
