Date,Adj Close
2020-03-27,5.022600173950195
2020-03-30,5.104629039764404
2020-03-31,5.192699909210205
2020-04-01,5.203499794006348
2020-04-02,5.248199939727783
2020-04-03,5.255300045013428
2020-04-06,5.348499774932861
2020-04-07,5.285299777984619
2020-04-08,5.221700191497803
2020-04-09,5.123499870300293
2020-04-10,5.105800151824951
2020-04-13,5.105500221252441
2020-04-14,5.198500156402588
2020-04-15,5.1620001792907715
2020-04-16,5.236999988555908
2020-04-17,5.230899810791016
2020-04-20,5.232699871063232
2020-04-21,5.315400123596191
2020-04-22,5.315000057220459
2020-04-23,5.456900119781494
2020-04-24,5.533100128173828
2020-04-27,5.5725998878479
2020-04-28,5.652599811553955
2020-04-29,5.497399806976318
2020-04-30,5.334799766540527
2020-05-01,5.486000061035156
2020-05-04,5.4770002365112305
2020-05-05,5.540599822998047
2020-05-06,5.578100204467773
2020-05-07,5.715199947357178
2020-05-08,5.828719139099121
2020-05-11,5.4770002365112305
2020-05-12,5.8171000480651855
2020-05-13,5.884799957275391
2020-05-14,5.88640022277832
2020-05-15,5.8094000816345215
2020-05-18,5.855199813842773
2020-05-19,5.718999862670898
2020-05-20,5.755199909210205
2020-05-21,5.690499782562256
2020-05-22,5.5524001121521
2020-05-25,5.52869987487793
2020-05-26,5.443399906158447
2020-05-27,5.343999862670898
2020-05-28,5.27269983291626
2020-05-29,5.403600215911865
2020-06-01,5.334799766540527
2020-06-02,5.366499900817871
2020-06-03,5.1992998123168945
2020-06-04,5.061600208282471
2020-06-05,5.117199897766113
2020-06-08,4.959499835968018
2020-06-09,4.821599960327148
2020-06-10,4.898399829864502
2020-06-11,4.9721999168396
2020-06-12,4.974999904632568
2020-06-15,5.047800064086914
2020-06-16,5.153206825256348
2020-06-17,5.243599891662598
2020-06-18,5.22790002822876
2020-06-19,5.377200126647949
2020-06-22,5.309999942779541
2020-06-23,5.2519001960754395
2020-06-24,5.151000022888184
2020-06-25,5.34660005569458
2020-06-26,5.359499931335449
2020-06-29,5.480899810791016
2020-06-30,5.402100086212158
2020-07-01,5.461699962615967
2020-07-02,5.316199779510498
2020-07-03,5.35890007019043
2020-07-06,5.311399936676025
2020-07-07,5.354300022125244
2020-07-08,5.377799987792969
2020-07-09,5.342599868774414
2020-07-10,5.337800025939941
2020-07-13,5.326900005340576
2020-07-14,5.401500225067139
2020-07-15,5.366799831390381
2020-07-16,5.366948127746582
2020-07-17,5.330699920654297
2020-07-20,5.385300159454346
2020-07-21,5.327700138092041
2020-07-22,5.1697998046875
2020-07-23,5.118100166320801
2020-07-24,5.210599899291992
2020-07-27,5.229100227355957
2020-07-28,5.141421794891357
2020-07-29,5.152299880981445
2020-07-30,5.168799877166748
2020-07-31,5.153900146484375
2020-08-03,5.221199989318848
2020-08-04,5.318699836730957
2020-08-05,5.290200233459473
2020-08-06,5.290900230407715
2020-08-07,5.331299781799316
2020-08-10,5.43720006942749
2020-08-11,5.480500221252441
2020-08-12,5.38040018081665
2020-08-13,5.434999942779541
2020-08-14,5.367000102996826
2020-08-17,5.42080020904541
2020-08-18,5.508299827575684
2020-08-19,5.465400218963623
2020-08-20,5.556399822235107
2020-08-21,5.5559000968933105
2020-08-24,5.618599891662598
2020-08-25,5.610599994659424
2020-08-26,5.507400035858154
2020-08-27,5.6072001457214355
2020-08-28,5.568699836730957
2020-08-31,5.389999866485596
2020-09-01,5.490900039672852
2020-09-02,5.397299766540527
2020-09-03,5.338699817657471
2020-09-04,5.289899826049805
2020-09-07,5.301000118255615
2020-09-08,5.298299789428711
2020-09-09,5.360599994659424
2020-09-10,5.308499813079834
2020-09-11,5.320499897003174
2020-09-14,5.316199779510498
2020-09-15,5.2683000564575195
2020-09-16,5.2743000984191895
2020-09-17,5.236000061035156
2020-09-18,5.237800121307373
2020-09-21,5.389800071716309
2020-09-22,5.412600040435791
